 #    ,PC Name,No,Type,State,Winning Candidate,Party,,,,,,,Turnout,,Margin %,,Criminal Case,Education,,,
['389', 'Nilgiris', '18', 'GEN', 'Tamil Nadu', 'Prabhu R.', 'Indian National Congress', '13,17,502', '7,78,708', '59.10%',36,502', '30.40%', 'INC', '0',,,
['391', 'Nowgong', '10', 'GEN', 'Assam', 'Rajen Gohain', 'Bharatiya Janta Party', '11,49,244', '7,85,885', '68.40%',412', '4.00%', ['374', '0', 'Graduate Professional',,,
['392', 'Nowrangpur', '13', 'GEN', 'Orissa', 'Parsuram Majhi', 'Bharatiya Janta Party', '11,61,159', '7,81,346', '67.30%',890', '3.20%', ['334', '0', 'Graduate',,,
['393', 'Ongole', '18', 'GEN', 'Andhra Pradesh', 'Sreenivasulu Reddy Magunta', 'Indian National Congress', '10,63,995', '7,95,544', '74.80%',6,021', '13.30%', 'INC', '2',,,
['394', 'Osmanabad', '36', 'GEN', 'Maharashtra', 'Narhire Kalpana Ramesh', 'Shiv Sena', '10,72,645', '6,37,182', '59.40%',649', '0.30%', ['311', '5', '10th Pass',,,
['395', 'Ottapalam', '8', 'GEN', 'Kerala', 'S. Ajaya Kumar', 'Communist Party Of India (MARXIST)', '10,92,142', '8,5,485', '73.80%',410', '8.70%', ['411', '3', '12th Pass',,,
['396', 'Outer Delhi', '3', 'GEN', 'Delhi [1977 Onwards]', 'Sajjan Kumar', 'Indian National Congress', '33,68,399', '15,53,813', '46.10%',23,790', '14.40%', 'INC', '1',,,
['397', 'Outer Manipur', '2', 'ST', 'Manipur', 'Mani Charenamei', 'Independent', '7,95,792', '6,18,984', '77.80%',193', '13.30%', ['274', '0', 'Graduate',,,
['398', 'Padrauna', '36', 'GEN', 'Uttar Pradesh [2000 Onwards]', 'Baleshwar Yadav', 'National Loktantrik Party', '15,1,706', '7,90,041', '52.60%',422', '1.10%', ['63', '0', 'Graduate',,,
['399', 'Palamau', '13', 'SC', 'Jharkhand', 'Manoj Kumar', 'Rashtriya Janata Dal', '12,89,313', '6,41,524', '49.80%',144', '8.60%', ['276', '0', 'Graduate',,,
['401', 'Palghat', '7', 'GEN', 'Kerala', 'N. N. Krishnadas', 'Communist Party Of India (MARXIST)', '11,13,144', '8,18,860', '73.60%',158', '12.00%', ['302', '4', 'Graduate',,,
['402', 'Pali', '21', 'GEN', 'Rajasthan', 'Pusp Jain', 'Bharatiya Janta Party', '11,95,737', '5,41,923', '45.30%',238', '11.70%', ['362', '0', 'Graduate Professional',,,
['403', 'Panaji', '1', 'GEN', 'Goa', 'Shripad Yesso Naik', 'Bharatiya Janta Party', '4,25,663', '2,53,904', '59.70%',213', '22.10%', ['438', '0', 'Graduate',,,
['404', 'Pandharpur', '38', 'SC', 'Maharashtra', 'Athawale Ramdas Bandu', 'Republican Party Of India (A)', '12,94,407', '6,88,282', '53.20%',693', '14.50%', ['50', '0', 'Graduate',,,
['406', 'Parbhani', '31', 'GEN', 'Maharashtra', 'Tukaram Ganpatrao Renge Patil', 'Shiv Sena', '11,55,668', '6,75,417', '58.40%',171', '8.30%', ['487', '13', 'Post Graduate',,,
['407', 'Parvathipuram', '2', 'ST', 'Andhra Pradesh', 'Kishore Chandra Suryanarayana Deo Vyricherla', 'Indian National Congress', '8,96,336', '6,60,212', '73.70%',418', '1.10%', ['232', '0', 'Post Graduate',,,
['408', 'Patan', '13', 'GEN', 'Gujarat', 'Kanodia Maheshkumar Mithabhai', 'Bharatiya Janta Party', '11,32,998', '5,38,059', '47.50%',624', '4.40%', ['217', '0', 'Literate',,,
['409', 'Patiala', '8', 'SC', 'Punjab', 'Preneet Kaur', 'Indian National Congress', '14,27,103', '8,74,971', '61.30%',667', '2.70%', ['356', '0', 'Graduate',,,
['410', 'Patna', '32', 'GEN', 'Bihar [2000 Onwards]', 'Ram Kripal Yadav', 'Rashtriya Janata Dal', '17,41,220', '9,1,556', '51.80%',562', '4.30%', ['384', '0', 'Graduate',,,
['411', 'Peddapalli', '36', 'SC', 'Andhra Pradesh', 'G. Venkat Swamy', 'Indian National Congress', '13,86,543', '9,38,802', '67.70%',63,135', '28.00%', 'INC', '0',,,
['412', 'Perambalur', '28', 'GEN', 'Tamil Nadu', 'Raja, A.', 'Dravida Munetra Kazhagam', '9,99,508', '7,5,964', '1,53,333', A.', 'Perambalur',049']],,
['413', 'Periyakulam', '25', 'GEN', 'Tamil Nadu', 'Aaron Rashid J. M.', 'Indian National Congress', '10,56,853', '6,97,773', '66.00%',155', '3.00%', ['6', '0', '10th Pass',,,
['414', 'Phillaur', '5', 'SC', 'Punjab', 'Charanjit Singh Atwal', 'Shiromani Akali Dal', '11,81,507', '7,22,533', '61.20%',884', '13.70%', ['104', '0', 'Graduate Professional',,,
['415', 'Phulbani', '15', 'GEN', 'Orissa', 'Sugrib Singh', 'Biju Janata Dal', '11,83,731', '7,87,239', '66.50%',272', '2.40%', ['455', '0', 'Graduate',,,
['416', 'Phulpur', '51', 'GEN', 'Uttar Pradesh [2000 Onwards]', 'Atique Ahamad', 'Samajwadi Party', '14,9,517', '7,55,173', '53.60%',347', '8.50%', ['51', '36', '8th Pass',,,
['417', 'Pilibhit', '9', 'GEN', 'Uttar Pradesh [2000 Onwards]', 'Maneka Gandhi', 'Bharatiya Janta Party', '12,85,919', '6,77,095', '52.70%',2,720', '15.20%', 'BJP', '0',,,
['418', 'Pollachi', '21', 'GEN', 'Tamil Nadu', 'Krishnan, Dr. C', 'Marumalarchi Dravida Munnetra Kazhagam', '10,39,279', '6,41,158', '1,20,921', DR. C', 'Pollachi',000']],,
['419', 'Pondicherry', '1', 'GEN', 'Pondicherry', 'Ramadass. M.', 'Pattali Makkal Katchi', '6,36,667', '4,84,316', '76.10%',181', '14.30%', ['386', '0', 'Doctorate',,,
['421', 'Porbandar', '5', 'GEN', 'Gujarat', 'Patel Harilal Madhavjibhai (HARIBHAI PATEL)', 'Bharatiya Janta Party', '9,95,027', '4,90,331', '49.30%',703', '1.20%', ['336', '0', '8th Pass',,,
['423', 'Pudukkottai', '32', 'GEN', 'Tamil Nadu', 'Regupathy, S.', 'Dravida Munetra Kazhagam', '12,34,949', '8,17,046', '1,56,496', S.', 'Pudukkottai',26,075']],
['424', 'Pune', '42', 'SC', 'Maharashtra', 'Kalmadi Suresh', 'Indian National Congress', '16,8,614', '7,68,826', '47.80%',176', '9.50%', ['212', '1', 'Graduate',,,
['425', 'Puri', '8', 'SC', 'Orissa', 'Braja Kishore Tripathy', 'Biju Janata Dal', '12,88,034', '8,88,907', '69.00%',960', '6.90%', ['84', '0', 'Post Graduate',,,
['427', 'Purulia', '34', 'GEN', 'West Bengal', 'Bir Singh Mahato', 'All India Forward Bloc', '9,92,438', '6,94,449', '70.00%',45,718', '21.00%', 'AIFB', '2',,,
['428', 'Quilon', '18', 'GEN', 'Kerala', 'P. Rajendran', 'Communist Party Of India (MARXIST)', '10,31,593', '7,2,390', '68.10%',11,071', '15.80%', 'CPM', '0',,,
['429', 'Rae Bareli', '19', 'GEN', 'Uttar Pradesh [2000 Onwards]', 'Sonia Gandhi', 'Indian National Congress', '13,29,169', '6,43,560', '48.40%',49,765', '38.80%', 'INC', '0',,,
['430', 'Raichur', '3', 'GEN', 'Karnataka', 'A.Venkatesh Naik', 'Indian National Congress', '14,13,018', '8,24,732', '58.40%', '0.10%', ['5', 'A.VENKATESH NAIK', '12th Pass', 'RsÂ\xa056,,,
['431', 'Raiganj', '5', 'GEN', 'West Bengal', 'Priya Ranjan Dasmunsi', 'Indian National Congress', '11,47,290', '9,13,637', '79.60%',147', '4.30%', ['357', '0', 'Post Graduate',,,
['432', 'Raigarh', '2', 'ST', 'Chhattisgarh', 'Vishnudeo Sai', 'Bharatiya Janta Party', '10,38,634', '6,48,290', '62.40%',243', '11.50%', ['508', '0', '12th Pass',,,
['433', 'Raipur', '6', 'GEN', 'Chhattisgarh', 'Ramesh Bais', 'Bharatiya Janta Party', '13,70,242', '6,89,427', '50.30%',29,519', '18.80%', 'BJP', '0',,,
['434', 'Rajahmundry', '8', 'GEN', 'Andhra Pradesh', 'Aruna Kumar Vundavalli', 'Indian National Congress', '10,74,223', '8,15,493', '75.90%',48,820', '18.20%', 'INC', '2',,,
['435', 'Rajampet', '22', 'GEN', 'Andhra Pradesh', 'Annayyagari Sai Prathap', 'Indian National Congress', '9,91,369', '6,88,887', '69.50%',085', '11.30%', ['38', '0', '12th Pass',,,
['437', 'Rajgarh', '21', 'SC', 'Madhya Pradesh [2000 Onwards]', 'Lakshman Singh', 'Bharatiya Janta Party', '12,78,429', '5,98,956', '46.90%',712', '6.10%', ['247', '0', 'Graduate',,,
['438', 'Rajkot', '4', 'GEN', 'Gujarat', 'Dr. Kathiria Vallabhbhai Ramjibhai', 'Bharatiya Janta Party', '16,50,135', '5,38,380', '32.60%',43,970', '26.70%', 'BJP', '0',,,
['439', 'Rajmahal', '1', 'ST', 'Jharkhand', 'Hemlal Murmu', 'Jharkhand Mukti Morcha', '10,72,040', '6,91,116', '64.50%',974', '0.40%', ['184', '1', 'Not Given',,,
['440', 'Rajnandgaon', '11', 'ST', 'Chhattisgarh', 'Pradeep Gandhi', 'Bharatiya Janta Party', '11,21,618', '6,64,445', '59.20%',323', '2.20%', ['349', '0', 'Graduate',,,
['441', 'Ramanathapuram', '34', 'GEN', 'Tamil Nadu', 'Bhavani Rajenthiran. M. S. K.', 'Dravida Munetra Kazhagam', '11,47,726', '6,72,447', '58.60%',9,950', '16.40%', 'DMK', '0',,,
['442', 'Rampur', '4', 'GEN', 'Uttar Pradesh [2000 Onwards]', 'P. Jaya Prada Nahata', 'Samajwadi Party', '14,20,598', '8,11,098', '57.10%',474', '10.50%', ['323', '0', '12th Pass',,,
['443', 'Ramtek', '22', 'ST', 'Maharashtra', 'Mohite Subodh Baburao', 'Shiv Sena', '11,48,759', '6,47,268', '56.30%',102', '2.20%', ['297', '4', 'Graduate Professional',,,
['444', 'Ranchi', '8', 'GEN', 'Jharkhand', 'Subodh Kant Sahay', 'Indian National Congress', '13,79,179', '6,96,342', '50.50%',421', '2.20%', ['451', '0', 'Graduate',,,
['445', 'Rasipuram', '15', 'GEN', 'Tamil Nadu', 'Rani. K', 'Indian National Congress', '11,32,426', '6,93,014', '61.20%',34,533', '19.40%', 'INC', '1',,,
['446', 'Ratnagiri', '2', 'GEN', 'Maharashtra', 'Anant Geete', 'Shiv Sena', '9,14,770', '5,60,620', '61.30%',48,968', '26.60%', 'SHS', '0',,,
['447', 'Rewa', '9', 'GEN', 'Madhya Pradesh [2000 Onwards]', 'Chandramani Tripathi', 'Bharatiya Janta Party', '14,61,014', '6,30,281', '43.10%',752', '7.10%', ['101', '1', 'Graduate Professional',,,
['448', 'Robertsganj', '49', 'GEN', 'Uttar Pradesh [2000 Onwards]', 'Lalchandra', 'Bahujan Samaj Party', '16,61,132', '7,24,797', '43.60%',362', '1.40%', ['249', '0', 'Literate',,,
['449', 'Rohtak', '5', 'GEN', 'Haryana', 'Bhupinder Singh', 'Indian National Congress', '10,55,610', '6,61,641', '62.70%',50,435', '22.70%', 'INC', '1',,,
['450', 'Ropar', '7', 'GEN', 'Punjab', 'Sukhdev Singh Libra', 'Shiromani Akali Dal', '13,45,244', '7,90,206', '58.70%',637', '4.30%', ['460', '0', '10th Pass',,,
['451', 'Rosera', '16', 'GEN', 'Bihar [2000 Onwards]', 'Ram Chandra Paswan', 'Lok Jan Shakti Party', '12,45,733', '7,13,782', '57.30%',38,411', '19.40%', 'LJNSP', '0',,,
['452', 'Sabarkantha', '15', 'GEN', 'Gujarat', 'Madhusudan Mistry', 'Indian National Congress', '12,72,262', '6,54,380', '51.40%',928', '6.10%', ['261', '0', 'Post Graduate',,,
['453', 'Sagar', '5', 'GEN', 'Madhya Pradesh [2000 Onwards]', 'Virendra Kumar', 'Bharatiya Janta Party', '12,50,751', '4,79,246', '38.30%',47,991', '30.90%', 'BJP', '0',,,
['454', 'Saharanpur', '80', 'SC', 'Uttar Pradesh [2000 Onwards]', 'Rasheed Masood', 'Samajwadi Party', '15,66,135', '9,90,397', '63.20%',828', '2.70%', ['400', '1', 'Post Graduate',,,
['455', 'Saharsa', '20', 'GEN', 'Bihar [2000 Onwards]', 'Ranjeet Ranjan', 'Lok Jan Shakti Party', '12,87,666', '7,38,272', '57.30%',787', '4.20%', ['398', '0', '12th Pass',,,
['456', 'Saidpur', '45', 'SC', 'Uttar Pradesh [2000 Onwards]', 'Tufani Saroj', 'Samajwadi Party', '15,35,355', '7,11,286', '46.30%',810', '4.20%', ['486', '0', 'Graduate',,,
['457', 'Salem', '16', 'GEN', 'Tamil Nadu', 'Thangkabalu K. V.', 'Indian National Congress', '12,51,141', '7,40,252', '59.20%',75,627', '23.70%', 'INC', '0',,,
['458', 'Salempur', '38', 'GEN', 'Uttar Pradesh [2000 Onwards]', 'Harikeval Prasad', 'Samajwadi Party', '14,84,606', '6,69,579', '45.10%',253', '2.40%', ['180', '0', 'Not Given',,,
['459', 'Salumber', '17', 'GEN', 'Rajasthan', 'Mahaveer Bhagora', 'Bharatiya Janta Party', '12,79,337', '6,28,768', '49.20%',774', '3.90%', ['264', '1', 'Post Graduate',,,
['460', 'Samastipur', '17', 'SC', 'Bihar [2000 Onwards]', 'Alok Kumar Mehta', 'Rashtriya Janata Dal', '14,33,793', '8,64,688', '60.30%',26,783', '14.70%', 'RJD', '0',,,
['461', 'Sambalpur', '17', 'GEN', 'Orissa', 'Prasanna Acharya', 'Biju Janata Dal', '12,42,861', '8,11,674', '65.30%',770', '1.80%', ['352', '0', 'Graduate Professional',,,
['462', 'Sambhal', '5', 'SC', 'Uttar Pradesh [2000 Onwards]', 'Pro. Ram Gopal Yadav', 'Samajwadi Party', '12,49,017', '7,59,382', '60.80%',98,061', '26.10%', 'SP', '0',,,
['463', 'Sangli', '46', 'GEN', 'Maharashtra', 'Patil Prakashbapu Vasantdada', 'Indian National Congress', '11,86,416', '6,92,440', '58.40%',623', '11.80%', ['337', '0', 'Graduate',,,
['464', 'Sangrur', '10', 'GEN', 'Punjab', 'Sukhdev Singh Dhindsa', 'Shiromani Akali Dal', '12,14,485', '8,37,596', '69.00%',277', '3.30%', ['459', '0', 'Graduate',,,
['465', 'Sarangarh', '5', 'GEN', 'Chhattisgarh', 'Guharam Ajgalle', 'Bharatiya Janta Party', '11,91,389', '5,87,744', '49.30%',118', '10.10%', ['175', '0', 'Graduate Professional',,,
['466', 'Sasaram', '35', 'GEN', 'Bihar [2000 Onwards]', 'Meira Kumar', 'Indian National Congress', '12,91,800', '6,97,265', '54.00%',58,262', '37.00%', 'INC', '0',,,
['467', 'Satara', '44', 'GEN', 'Maharashtra', 'Laxmanrao Pandurang Jadhav (PATIL)', 'Nationalist Congress Party', '11,49,290', '6,73,093', '58.60%',957', '0.60%', ['254', '0', '10th Pass',,,
['468', 'Satna', '8', 'GEN', 'Madhya Pradesh [2000 Onwards]', 'Ganesh Singh', 'Bharatiya Janta Party', '13,24,818', '6,9,727', '46.00%',590', '13.70%', ['167', '2', 'Post Graduate',,,
['469', 'Sawai Madhopur', '11', 'ST', 'Rajasthan', 'Namo Narain', 'Indian National Congress', '13,40,804', '6,64,489', '49.60%',11,163', '16.70%', 'INC', '0',,,
['471', 'Seoni', '15', 'GEN', 'Madhya Pradesh [2000 Onwards]', 'Neeta Pateriya', 'Bharatiya Janta Party', '12,3,918', '5,98,745', '49.70%',801', '15.80%', ['314', '0', 'Post Graduate',,,
['472', 'Serampore', '26', 'GEN', 'West Bengal', 'Santasri Chatterjee', 'Communist Party Of India (MARXIST)', '12,85,398', '9,42,891', '73.40%',687', '2.10%', ['423', '0', 'Graduate',,,
['473', 'Shahabad', '12', 'GEN', 'Uttar Pradesh [2000 Onwards]', 'Iliyas Azmi', 'Bahujan Samaj Party', '12,58,003', '5,79,606', '46.10%',369', '8.00%', ['186', '0', 'Graduate',,,
['474', 'Shahdol', '11', 'GEN', 'Madhya Pradesh [2000 Onwards]', 'Dalpat Singh Paraste', 'Bharatiya Janta Party', '13,5,252', '5,9,123', '39.00%',349', '5.80%', ['119', '0', 'Graduate',,,
['475', 'Shahjahanpur', '10', 'GEN', 'Uttar Pradesh [2000 Onwards]', 'Kunwar Jitin Prasad', 'Indian National Congress', '12,40,983', '6,34,371', '51.10%',832', '12.90%', ['242', '0', 'Post Graduate',,,
['477', 'Sheohar', '12', 'GEN', 'Bihar [2000 Onwards]', 'Sitaram Singh', 'Rashtriya Janata Dal', '12,14,428', '6,66,384', '54.90%',883', '11.10%', ['441', '0', 'Graduate',,,
['478', 'Shillong', '1', 'ST', 'Meghalaya', 'Paty Ripple Kyndiah', 'Indian National Congress', '7,85,062', '3,67,736', '46.80%',896', '19.30%', ['341', '0', 'Graduate',,,
['479', 'Shimoga', '21', 'GEN', 'Karnataka', 'S. Bangarappa', 'Bharatiya Janta Party', '12,57,953', '8,86,294', '70.50%',145', '8.60%', ['412', '2', 'Graduate',,,
['480', 'Sholapur', '37', 'GEN', 'Maharashtra', 'Deshmukh Subhash Sureshchandra', 'Bharatiya Janta Party', '11,87,231', '6,57,089', '55.40%',798', '0.90%', ['125', '0', '10th Pass',,,
['481', 'Siddipet', '32', 'SC', 'Andhra Pradesh', 'Sarvey Sathyanarayana', 'Indian National Congress', '17,27,118', '11,18,829', '64.80%',38,972', '12.40%', 'INC', '0',,,
['482', 'Sidhi', '10', 'GEN', 'Madhya Pradesh [2000 Onwards]', 'Chandrapratap Singh', 'Bharatiya Janta Party', '10,83,701', '4,57,029', '42.20%',565', '10.80%', ['103', '0', '12th Pass',,,
['483', 'Sikar', '5', 'GEN', 'Rajasthan', 'Subhash Meharia', 'Bharatiya Janta Party', '14,76,344', '7,77,953', '52.70%',683', '7.00%', ['450', '0', 'Graduate',,,
['484', 'Sikkim', '1', 'GEN', 'Sikkim', 'Nakul Das Rai', 'Sikkim Democratic Front', '2,81,937', '2,15,294', '76.40%',151', '43.30%', ['304', '0', 'Graduate',,,
['485', 'Silchar', '2', 'GEN', 'Assam', 'Sontosh Mohan Dev', 'Indian National Congress', '8,79,243', '6,7,884', '69.10%',320', '3.50%', ['447', '0', 'Graduate',,,
['486', 'Simla', '1', 'GEN', 'Himachal Pradesh', 'Dhani Ram Shandil', 'Indian National Congress', '10,18,988', '5,25,998', '51.60%',8,180', '20.60%', 'INC', '0',,,
['487', 'Singhbhum', '10', 'ST', 'Jharkhand', 'Bagun Sumbrai', 'Indian National Congress', '9,19,728', '5,20,155', '56.60%',196', '11.40%', ['60', '0', '10th Pass',,,
['488', 'Sirsa', '10', 'GEN', 'Haryana', 'Atma Singh Gill', 'Indian National Congress', '12,19,935', '8,41,638', '69.00%',475', '8.50%', ['52', '0', '5th Pass',,,
['489', 'Sitamarhi', '11', 'GEN', 'Bihar [2000 Onwards]', 'Sitaram Yadav', 'Rashtriya Janata Dal', '12,65,132', '6,90,791', '54.60%',005', '14.20%', ['442', '2', 'Graduate Professional',,,
['490', 'Sitapur', '13', 'GEN', 'Uttar Pradesh [2000 Onwards]', 'Rajesh Verma', 'Bahujan Samaj Party', '12,92,685', '5,96,568', '46.20%',234', '0.90%', ['377', '0', 'Post Graduate',,,
['491', 'Sivaganga', '33', 'GEN', 'Tamil Nadu', 'Chidambaram, P.', 'Indian National Congress', '10,83,542', '6,64,594', '1,62,725', P.', 'Sivaganga',,,
['492', 'Sivakasi', '35', 'GEN', 'Tamil Nadu', 'Ravichandran, A', 'Marumalarchi Dravida Munnetra Kazhagam', '13,13,594', '8,28,082', '1,64,517', A', 'Sivakasi',,,
['493', 'Siwan', '5', 'GEN', 'Bihar [2000 Onwards]', 'Mohammad Shahabuddin', 'Rashtriya Janata Dal', '10,54,441', '6,37,544', '60.50%',3,578', '16.20%', 'RJD', '19',,,
['494', 'Sonepat', '4', 'GEN', 'Haryana', 'Kishan Singh Sangwan', 'Bharatiya Janta Party', '11,38,771', '7,36,510', '64.70%',569', '1.00%', ['230', '0', 'Post Graduate',,,
['495', 'South Delhi', '2', 'GEN', 'Delhi [1977 Onwards]', 'Vijay Kumar Malhotra', 'Bharatiya Janta Party', '10,18,862', '4,78,871', '47.00%',005', '3.30%', ['500', '0', 'Doctorate',,,
['497', 'Srinagar', '2', 'GEN', 'Jammu & Kashmir', 'Omar Abdullah', 'Jammu & Kashmir National Conference', '10,53,734', '1,95,645', '18.60%',159', '11.80%', ['321', '0', 'Graduate',,,
['498', 'Sriperumbudur', '4', 'GEN', 'Tamil Nadu', 'Krishnaswamy. A', 'Dravida Munetra Kazhagam', '14,23,561', '8,42,045', '59.20%',35,346', '27.90%', 'DMK', '2',,,
['499', 'Sultanpur', '22', 'GEN', 'Uttar Pradesh [2000 Onwards]', 'Mohd. Tahir', 'Bahujan Samaj Party', '14,65,273', '7,21,002', '49.20%',1,810', '14.10%', 'BSP', '1',,,
['500', 'Sundargarh', '20', 'GEN', 'Orissa', 'Jual Oram', 'Bharatiya Janta Party', '12,9,123', '7,32,302', '60.60%',676', '5.40%', ['198', '3', '10th Pass',,,
['501', 'Surat', '24', 'GEN', 'Gujarat', 'Kashiram Rana', 'Bharatiya Janta Party', '23,77,198', '8,96,233', '37.70%',50,563', '16.80%', 'BJP', '0',,,
['503', 'Surguja', '1', 'ST', 'Chhattisgarh', 'Nand Kumar Sai', 'Bharatiya Janta Party', '13,87,483', '6,76,480', '48.80%',3,452', '15.30%', 'BJP', '1',,,
['504', 'Tamluk', '30', 'GEN', 'West Bengal', 'Seth Lakshman Chandra', 'Communist Party Of India (MARXIST)', '11,85,781', '10,30,848', '86.90%',380', '5.60%', ['429', '0', 'Post Graduate',,,
['506', 'Tehri Garhwal', '1', 'GEN', 'Uttarakhand', 'Manabendra Shah', 'Bharatiya Janta Party', '12,92,454', '5,61,210', '43.40%',446', '3.10%', ['270', '0', '12th Pass',,,
['507', 'Tenali', '14', 'GEN', 'Andhra Pradesh', 'Balashowry Vallabhaneni', 'Indian National Congress', '8,80,148', '6,71,316', '76.30%',556', '11.70%', ['62', '0', 'Graduate',,,
['508', 'Tenkasi', '37', 'SC', 'Tamil Nadu', 'Appadurai, M.', 'Communist Party Of India', '10,84,708', '7,9,688', '1,22,176', M.', 'Tenkasi',,,
['509', 'Tezpur', '9', 'GEN', 'Assam', 'Moni Kumar Subba', 'Indian National Congress', '10,6,389', '7,20,182', '71.60%',445', '9.80%', ['298', '0', '8th Pass',,,
['510', 'Thane', '10', 'GEN', 'Maharashtra', 'Paranjape Prakash Vishvanath', 'Shiv Sena', '32,40,342', '13,13,006', '40.50%',258', '1.70%', ['332', '0', 'Graduate',,,
['511', 'Thanjavur', '31', 'GEN', 'Tamil Nadu', 'Palanimanickam. S. S.', 'Dravida Munetra Kazhagam', '10,30,779', '7,6,888', '68.60%',19,148', '16.90%', 'DMK', '0',,,
['512', 'Tindivanam', '10', 'GEN', 'Tamil Nadu', 'Dhanaraju. K', 'Pattali Makkal Katchi', '11,58,938', '7,27,774', '62.80%',164', '12.50%', ['128', '0', 'Doctorate',,,
['514', 'Tiruchengode', '17', 'GEN', 'Tamil Nadu', 'Subbulakshmi Jagadeesan', 'Dravida Munetra Kazhagam', '14,43,197', '8,62,183', '59.70%',79,397', '20.80%', 'DMK', '0',,,
['515', 'Tiruchirappalli', '27', 'SC', 'Tamil Nadu', 'Ganesan. L', 'Marumalarchi Dravida Munnetra Kazhagam', '11,92,254', '7,7,830', '59.40%',16,725', '30.60%', 'MDMK', '2',,,
['516', 'Tirunelveli', '36', 'GEN', 'Tamil Nadu', 'Dhanuskodi Athithan, R.', 'Indian National Congress', '10,86,290', '6,31,284', '1,67,075', R.', 'Tirunelveli',73,213']],
['517', 'Tirupathi', '20', 'SC', 'Andhra Pradesh', 'Chinta Mohan', 'Indian National Congress', '12,15,573', '8,48,995', '69.80%',99,328', '23.50%', 'INC', '0',,,
['518', 'Tiruppattur', '8', 'GEN', 'Tamil Nadu', 'Venugopal, D.', 'Dravida Munetra Kazhagam', '12,13,662', '7,74,387', '1,80,902', D.', 'Tiruppattur',803']],,
['519', 'Tonk', '13', 'GEN', 'Rajasthan', 'Kailash Meghwal', 'Bharatiya Janta Party', '12,78,411', '5,93,288', '46.40%',512', '9.90%', ['210', '0', 'Post Graduate',,,
['520', 'Trichur', '9', 'SC', 'Kerala', 'C. K. Chandrappan', 'Communist Party Of India', '9,90,733', '6,86,108', '69.30%',961', '6.70%', ['88', '0', 'Graduate',,,
['521', 'Tripura East', '2', 'ST', 'Tripura', 'Baju Ban Riyan', 'Communist Party Of India (MARXIST)', '9,36,626', '6,19,546', '66.20%',10,736', '50.20%', 'CPM', '0',,,
['522', 'Tripura West', '1', 'GEN', 'Tripura', 'Khagen Das', 'Communist Party Of India (MARXIST)', '10,41,596', '6,99,397', '67.20%',84,636', '55.00%', 'CPM', '0',,,
